#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	COG(s)	Protein name
chr	NC_004350.2	495084	496118	+	1028007	-	SMU_527	NP_720964.1	344	-	hypothetical protein SMU_527
chr	NC_004350.2	496257	496538	-	1028010	-	SMU_528c	NP_720965.1	93	-	hypothetical protein SMU_528c
chr	NC_004350.2	496432	496545	+	1029430	-	SMU_529	NP_720966.1	37	-	hypothetical protein SMU_529
chr	NC_004350.2	496725	497462	-	1028009	-	SMU_530c	NP_720967.1	245	-	hypothetical protein SMU_530c
chr	NC_004350.2	498134	498445	+	1028013	-	SMU_531	NP_720968.1	103	-	chorismate mutase
chr	NC_004350.2	498454	499815	+	1029382	trpE	SMU_532	NP_720969.1	453	-	anthranilate synthase component I
chr	NC_004350.2	499812	500375	+	1027987	trpG	SMU_533	NP_720970.1	187	-	anthranilate synthase component II
chr	NC_004350.2	500396	501403	+	1028014	trpD	SMU_534	NP_720971.1	335	-	anthranilate phosphoribosyltransferase
chr	NC_004350.2	501396	502163	+	1027902	trpC	SMU_535	NP_720972.1	255	-	indole-3-glycerol phosphate synthase
chr	NC_004350.2	502150	502731	+	1028012	trpF	SMU_536	NP_720973.1	193	-	N-(5\'-phosphoribosyl)anthranilate isomerase
chr	NC_004350.2	502728	503939	+	1028016	trpB	SMU_537	NP_720974.1	403	-	tryptophan synthase subunit beta
chr	NC_004350.2	503943	504725	+	1029455	trpA	SMU_538	NP_720975.1	260	-	tryptophan synthase subunit alpha
chr	NC_004350.2	504962	505618	-	1028015	-	SMU_539c	NP_720976.1	218	-	signal peptidase type IV
chr	NC_004350.2	505719	506246	+	1028018	dpr	SMU_540	NP_720977.1	175	-	peroxide resistance protein Dpr
chr	NC_004350.2	506453	506659	+	1029587	-	SMU_541	NP_720978.1	68	-	hypothetical protein SMU_541
chr	NC_004350.2	506652	507623	+	1028017	glk	SMU_542	NP_720979.1	323	-	glucose kinase
chr	NC_004350.2	507633	508022	+	1028020	-	SMU_543	NP_720980.1	129	-	hypothetical protein SMU_543
chr	NC_004350.2	508090	508230	+	1029585	-	SMU_545	NP_720981.1	46	-	hypothetical protein SMU_545
chr	NC_004350.2	508256	510100	+	1028019	-	SMU_546	NP_720982.1	614	-	GTP-binding protein
chr	NC_004350.2	510129	510383	+	1028022	-	SMU_547	NP_720983.1	84	-	hypothetical protein SMU_547
chr	NC_004350.2	510572	511927	+	1029595	murD	SMU_548	NP_720984.1	451	-	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase
chr	NC_004350.2	511930	513015	+	1028021	murG	SMU_549	NP_720985.1	361	-	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
chr	NC_004350.2	513015	514139	+	1028024	ftsQ	SMU_550	NP_720986.1	374	-	cell division protein FtsQ
chr	NC_004350.2	514291	515652	+	1029599	ftsA	SMU_551	NP_720987.1	453	-	cell division protein FtsA
chr	NC_004350.2	515676	516980	+	1028023	ftsZ	SMU_552	NP_720988.1	434	-	cell division protein FtsZ
chr	NC_004350.2	516983	517654	+	1028026	ylmE	SMU_553	NP_720989.1	223	-	hypothetical protein SMU_553
chr	NC_004350.2	517668	518243	+	1028025	ylmF	SMU_554	NP_720990.1	191	-	hypothetical protein SMU_554
chr	NC_004350.2	518243	518503	+	1029521	ylmG	SMU_555	NP_720991.1	86	-	hypothetical protein SMU_555
chr	NC_004350.2	518507	519298	+	1028028	ylmH	SMU_556	NP_720992.1	263	-	hypothetical protein SMU_556
chr	NC_004350.2	519309	520124	+	1029404	divIVA	SMU_557	NP_720993.1	271	-	cell division protein DivIVA
chr	NC_004350.2	520634	523426	+	1028027	-	SMU_558	NP_720994.1	930	-	isoleucyl-tRNA synthetase
chr	NC_004350.2	524199	524525	-	1028029	-	SMU_560c	NP_720995.1	108	-	hypothetical protein SMU_560c
chr	NC_004350.2	524568	525083	-	1029499	-	SMU_561c	NP_720996.1	171	-	hydrolase (MutT family)
chr	NC_004350.2	525134	527395	-	1027984	clpE	SMU_562	NP_720997.1	753	-	ATP-dependent protease ClpE
chr	NC_004350.2	527652	528632	+	1028032	-	SMU_563	NP_720998.1	326	-	ornithine carbamoyltransferase
chr	NC_004350.2	528709	528939	+	1029458	-	SMU_564	NP_720999.1	76	-	hypothetical protein SMU_564
chr	NC_004350.2	529007	529843	-	1028030	-	SMU_565c	NP_721000.1	278	-	transposase, ISSmu1
chr	NC_004350.2	529837	530355	-	1028033	-	SMU_566c	NP_721001.1	172	-	hypothetical protein SMU_566c
chr	NC_004350.2	530592	531278	+	1029364	-	SMU_567	NP_721002.1	228	-	glutamine ABC transporter permease
chr	NC_004350.2	531278	532012	+	1028031	-	SMU_568	NP_721003.1	244	-	amino acid ABC transporter ATP-binding protein
chr	NC_004350.2	532205	532681	+	1028034	feoA	SMU_569	NP_721004.1	158	-	ferrous ion transport protein A
chr	NC_004350.2	532678	534828	+	1029473	feoB	SMU_570	NP_721005.1	716	-	ferrous ion transport protein B
chr	NC_004350.2	534841	534993	+	1029425	-	SMU_571	NP_721006.1	50	-	hypothetical protein SMU_571
chr	NC_004350.2	535113	535967	+	1028036	folD	SMU_572	NP_721007.1	284	-	bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase
chr	NC_004350.2	535964	536797	+	1029441	-	SMU_573	NP_721008.1	277	-	hypothetical protein SMU_573
chr	NC_004350.2	537123	537854	-	1029419	-	SMU_574c	NP_721009.1	243	-	hypothetical protein SMU_574c
chr	NC_004350.2	537856	538323	-	1028037	-	SMU_575c	NP_721010.1	155	-	hypothetical protein SMU_575c
chr	NC_004350.2	538499	539233	-	1029508	lytR	SMU_576	NP_721011.1	244	-	response regulator LytR
chr	NC_004350.2	539214	540956	-	1028035	lytS	SMU_577	NP_721012.1	580	-	histidine kinase LytS
chr	NC_004350.2	541399	542742	+	1028038	-	SMU_580	NP_721013.1	447	-	exodeoxyribonuclease VII large subunit
chr	NC_004350.2	542717	542938	+	1029448	-	SMU_581	NP_721014.1	73	-	exodeoxyribonuclease VII small subunit
chr	NC_004350.2	542935	543804	+	1029051	-	SMU_582	NP_721015.1	289	-	farnesyl diphosphate synthase
chr	NC_004350.2	543797	544624	+	1028040	-	SMU_583	NP_721016.1	275	-	hemolysin
chr	NC_004350.2	544611	545075	+	1029389	-	SMU_584	NP_721017.1	154	-	arginine repressor ArgR
chr	NC_004350.2	545092	546750	+	1028039	recN	SMU_585	NP_721018.1	552	-	DNA repair protein RecN
chr	NC_004350.2	546972	547811	+	1028042	-	SMU_586	NP_721019.1	279	-	hypothetical protein SMU_586
chr	NC_004350.2	547804	548661	+	1029485	-	SMU_587	NP_721020.1	285	-	hypothetical protein SMU_587
chr	NC_004350.2	548636	549235	+	1028041	-	SMU_588	NP_721021.1	199	-	hypothetical protein SMU_588
chr	NC_004350.2	549332	549607	+	1028043	-	SMU_589	NP_721022.1	91	-	DNA-binding protein
chr	NC_004350.2	549699	549899	-	1029530	-	SMU_590c	NP_721023.1	66	-	transposase, fragment
chr	NC_004350.2	550027	551145	-	1029453	-	SMU_591c	NP_721024.1	372	-	hypothetical protein SMU_591c
chr	NC_004350.2	551152	551793	-	1028047	-	SMU_592c	NP_721025.1	213	-	transcriptional regulator
chr	NC_004350.2	552056	552532	+	1029415	furR	SMU_593	NP_721026.1	158	-	ferric uptake regulator protein FurR
chr	NC_004350.2	552595	552750	+	1028045	-	SMU_594	NP_721027.1	51	-	hypothetical protein SMU_594
chr	NC_004350.2	552813	553748	-	1028049	pyrD	SMU_595	NP_721028.1	311	-	dihydroorotate dehydrogenase 1A
chr	NC_004350.2	553966	554658	+	1029590	pmgY	SMU_596	NP_721029.1	230	-	phosphoglyceromutase
chr	NC_004350.2	554905	556983	+	1028046	pbp2b	SMU_597	NP_721030.1	692	-	penicillin-binding protein 2b
chr	NC_004350.2	556993	557592	+	1028050	recM	SMU_598	NP_721031.1	199	-	recombination protein RecR
chr	NC_004350.2	557804	558853	+	1029384	-	SMU_599	NP_721032.1	349	-	D-alanyl-alanine synthetase A
chr	NC_004350.2	559025	559585	-	1028048	-	SMU_600c	NP_721033.1	186	-	hypothetical protein SMU_600c
chr	NC_004350.2	559938	560888	+	1028051	-	SMU_602	NP_721034.1	316	-	sodium-dependent transporter
chr	NC_004350.2	560966	562324	+	1028382	murF	SMU_603	NP_721035.1	452	-	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6- diaminopimelate-D-alanyl-D-alanyl ligase pentapeptide synthase
chr	NC_004350.2	562431	562706	+	1029344	-	SMU_604	NP_721036.1	91	-	hypothetical protein SMU_604
chr	NC_004350.2	562712	563263	+	1028054	-	SMU_605	NP_721037.1	183	-	hypothetical protein SMU_605
chr	NC_004350.2	563276	564523	+	1029368	-	SMU_606	NP_721038.1	415	-	hypothetical protein SMU_606
chr	NC_004350.2	564579	565262	+	1029341	-	SMU_607	NP_721039.1	227	-	hypothetical protein SMU_607
chr	NC_004350.2	565446	566990	+	1028057	-	SMU_608	NP_721040.1	514	-	peptide chain release factor 3
chr	NC_004350.2	567244	569079	+	1029570	-	SMU_609	NP_721041.1	611	-	40K cell wall protein
chr	NC_004350.2	569317	574005	+	1028055	spaP	SMU_610	NP_721042.1	1562	-	cell surface antigen SpaP
chr	NC_004350.2	574295	575848	+	1028059	-	SMU_611	NP_721043.1	517	-	ATP-dependent RNA helicase, DEAD-box family
chr	NC_004350.2	576338	576616	+	1029347	-	SMU_613	NP_721044.1	92	-	hypothetical protein SMU_613
chr	NC_004350.2	576710	576850	+	1028056	-	SMU_614	NP_721045.1	46	-	hypothetical protein SMU_614
chr	NC_004350.2	577901	578149	+	1028061	-	SMU_616	NP_721046.1	82	-	hypothetical protein SMU_616
chr	NC_004350.2	578253	578552	+	1029352	-	SMU_618	NP_721047.1	99	-	hypothetical protein SMU_618
chr	NC_004350.2	579129	579287	+	1028060	-	SMU_620	NP_721048.1	52	-	hypothetical protein SMU_620
chr	NC_004350.2	579567	580586	-	1028063	-	SMU_621c	NP_721049.1	339	-	hypothetical protein SMU_621c
chr	NC_004350.2	580632	581144	-	1029502	-	SMU_622c	NP_721050.1	170	-	hypothetical protein SMU_622c
chr	NC_004350.2	581233	582168	-	1028062	-	SMU_623c	NP_721051.1	311	-	deacetylase
chr	NC_004350.2	582307	583059	+	1028065	-	SMU_624	NP_721052.1	250	-	1-acylglycerol-3-phosphate O-acyltransferase
chr	NC_004350.2	583200	583877	+	1029564	comEA	SMU_625	NP_721053.1	225	-	competence protein
chr	NC_004350.2	583867	586101	+	1028064	-	SMU_626	NP_721054.1	744	-	competence protein
chr	NC_004350.2	586287	586913	+	1028066	-	SMU_627	NP_721055.1	208	-	hypothetical protein SMU_627
chr	NC_004350.2	587081	588121	+	1029584	-	SMU_628	NP_721056.1	346	-	DNA polymerase III subunit delta
chr	NC_004350.2	588268	588879	+	1029605	sod	SMU_629	NP_721057.1	203	-	manganese-type superoxide dismutase, Fe/Mn-SOD
chr	NC_004350.2	589431	590486	+	1028067	-	SMU_630	NP_721058.1	351	-	hypothetical protein SMU_630
chr	NC_004350.2	590651	591409	+	1029604	-	SMU_631	NP_721059.1	252	-	hypothetical protein SMU_631
chr	NC_004350.2	591478	591942	+	1029423	-	SMU_632	NP_721060.1	154	-	transcriptional regulator
chr	NC_004350.2	591989	593218	+	1028069	-	SMU_633	NP_721061.1	409	-	thioesterase
chr	NC_004350.2	593404	594432	-	1029479	queA	SMU_634	NP_721062.1	342	-	S-adenosylmethionine--tRNA ribosyltransferase-isomerase
chr	NC_004350.2	594570	595289	+	1028068	-	SMU_635	NP_721063.1	239	-	hypothetical protein SMU_635
chr	NC_004350.2	595419	596120	+	1028070	-	SMU_636	NP_721064.1	233	-	N-acetylglucosamine-6-phosphate isomerase
chr	NC_004350.2	596313	596816	-	1029443	-	SMU_637c	NP_721065.1	167	-	hypothetical protein SMU_637c
chr	NC_004350.2	597135	597851	+	1028254	-	SMU_638	NP_721066.1	238	-	16S pseudouridylate synthase
chr	NC_004350.2	597866	598366	+	1028073	-	SMU_639	NP_721067.1	166	-	acetyltransferase
chr	NC_004350.2	598456	599829	-	1029594	-	SMU_640c	NP_721068.1	457	-	GntR family transcriptional regulator
chr	NC_004350.2	599957	600925	+	1028072	-	SMU_641	NP_721069.1	322	-	oxidoreductase
chr	NC_004350.2	601170	601451	+	1028074	-	SMU_642	NP_721070.1	93	-	hypothetical protein SMU_642
chr	NC_004350.2	601557	602450	+	1029514	-	SMU_643	NP_721071.1	297	-	esterase
chr	NC_004350.2	602758	603696	+	1029517	-	SMU_644	NP_721072.1	312	-	competence protein/transcription factor
chr	NC_004350.2	603718	605517	+	1028075	pepB	SMU_645	NP_721073.1	599	-	oligopeptidase
chr	NC_004350.2	605730	606347	+	1029565	-	SMU_646	NP_721074.1	205	-	phosphatase
chr	NC_004350.2	606397	607104	+	1029511	-	SMU_647	NP_721075.1	235	-	methyltransferase
chr	NC_004350.2	607166	608167	+	1028077	prtM	SMU_648	NP_721076.1	333	-	foldase PrsA
chr	NC_004350.2	608406	608906	+	1028076	-	SMU_649	NP_721077.1	166	-	hypothetical protein SMU_649
chr	NC_004350.2	609121	611739	+	1029360	-	SMU_650	NP_721078.1	872	-	alanyl-tRNA synthetase
chr	NC_004350.2	611951	612979	-	1028079	-	SMU_651c	NP_721079.1	342	-	ABC transporter substrate-binding protein
chr	NC_004350.2	612999	613748	-	1029588	-	SMU_652c	NP_721080.1	249	-	nitrate ABC transporter ATP-binding protein
chr	NC_004350.2	613742	614728	-	1028071	-	SMU_653c	NP_721081.1	328	-	ABC transporter permease
chr	NC_004350.2	614935	615639	+	1028080	mutF	SMU_654	NP_721082.1	234	-	ABC transporter ATP-binding protein MutF
chr	NC_004350.2	615641	615889	+	1029533	mutE1	SMU_655	NP_721083.1	82	-	protein MutE
chr	NC_004350.2	615874	616389	+	1028078	mutE2	SMU_656	NP_721084.1	171	-	protein MutE
chr	NC_004350.2	616389	617135	+	1028084	mutG	SMU_657	NP_721085.1	248	-	MutG
chr	NC_004350.2	617511	618350	+	1028082	-	SMU_658	NP_721086.1	279	-	hypothetical protein SMU_658
chr	NC_004350.2	618390	619049	+	1029421	-	SMU_659	NP_721087.1	219	-	response regulator SpaR
chr	NC_004350.2	619040	620422	+	1028081	-	SMU_660	NP_721088.1	460	-	histidine kinase SpaK
chr	NC_004350.2	620728	620973	+	1028086	-	SMU_661	NP_721089.1	81	-	transcriptional regulator
chr	NC_004350.2	621118	621807	+	1029433	-	SMU_662	NP_721090.1	229	-	hypothetical protein SMU_662
chr	NC_004350.2	621942	622964	+	1029497	argC	SMU_663	NP_721091.1	340	-	N-acetyl-gamma-glutamyl-phosphate reductase
chr	NC_004350.2	623123	624316	+	1028088	argJ	SMU_664	NP_721092.1	397	-	bifunctional ornithine acetyltransferase/N-acetylglutamate synthase
chr	NC_004350.2	624345	625082	+	1029524	argB	SMU_665	NP_721093.1	245	-	acetylglutamate kinase
chr	NC_004350.2	625218	626357	+	1028085	argD	SMU_666	NP_721094.1	379	-	acetylornithine aminotransferase
chr	NC_004350.2	626481	627440	-	1028089	nrdG	SMU_667	NP_721095.1	319	-	ribonucleotide-diphosphate reductase subunit beta
chr	NC_004350.2	628003	630162	-	1029366	-	SMU_668c	NP_721096.1	719	-	ribonucleotide-diphosphate reductase subunit alpha
chr	NC_004350.2	630362	630586	-	1028087	-	SMU_669c	NP_721097.1	74	-	glutaredoxin
chr	NC_004350.2	630841	633507	+	1028091	citB	SMU_670	NP_721098.1	888	-	aconitate hydratase
chr	NC_004350.2	633512	634630	+	1029598	citZ	SMU_671	NP_721099.1	372	-	citrate synthase
chr	NC_004350.2	634632	635813	+	1028090	idh	SMU_672	NP_721100.1	393	-	isocitrate dehydrogenase
chr	NC_004350.2	636481	637278	+	1028093	-	SMU_673	NP_721101.1	265	-	hypothetical protein SMU_673
chr	NC_004350.2	637444	637707	+	1029475	ptsH	SMU_674	NP_721102.1	87	-	phosphocarrier protein HPr
chr	NC_004350.2	637712	639445	+	1028092	-	SMU_675	NP_721103.1	577	-	PTS system transporter protein EI
chr	NC_004350.2	639675	641102	+	1028095	gapN	SMU_676	NP_721104.1	475	-	NADP-dependent glyceraldehyde-3-phosphate dehydrogenase
chr	NC_004350.2	641773	642165	+	1029461	-	SMU_677	NP_721105.1	130	-	MerR family transcriptional regulator
chr	NC_004350.2	642165	643007	+	1028094	-	SMU_678	NP_721106.1	280	-	oxidoreductase
chr	NC_004350.2	643017	643883	+	1028100	-	SMU_679	NP_721107.1	288	-	oxidoreductase
chr	NC_004350.2	643925	644263	+	1029518	-	SMU_680	NP_721108.1	112	-	gamma-carboxymuconolactone decarboxylase subunit
chr	NC_004350.2	644674	644859	+	1028097	-	SMU_681	NP_721109.1	61	-	hypothetical protein SMU_681
chr	NC_004350.2	645162	647720	+	1028102	-	SMU_682	NP_721110.1	852	-	hypothetical protein SMU_682
chr	NC_004350.2	647736	651149	+	1029361	-	SMU_683	NP_721111.1	1137	-	ATP-binding protein
chr	NC_004350.2	651153	651842	+	1028101	-	SMU_684	NP_721112.1	229	-	hypothetical protein SMU_684
chr	NC_004350.2	651839	652240	+	1028104	-	SMU_685	NP_721113.1	133	-	hypothetical protein SMU_685
chr	NC_004350.2	652698	652832	-	1027820	-	SMU_687c	NP_721114.1	44	-	hypothetical protein SMU_687c
chr	NC_004350.2	652915	653412	+	1028103	-	SMU_688	NP_721115.1	165	-	hypothetical protein SMU_688
chr	NC_004350.2	653658	656597	+	1028106	-	SMU_689	NP_721116.1	979	-	hypothetical protein SMU_689
chr	NC_004350.2	656618	657205	+	1029417	-	SMU_690	NP_721117.1	195	-	hypothetical protein SMU_690
chr	NC_004350.2	657298	658518	+	1028105	pepT	SMU_691	NP_721118.1	406	-	peptidase T
chr	NC_004350.2	658574	659059	+	1028108	-	SMU_692	NP_721119.1	161	-	hypothetical protein SMU_692
chr	NC_004350.2	659051	659245	-	1029504	-	SMU_694c	NP_721120.1	64	-	ferredoxin (4Fe-4S)
chr	NC_004350.2	659291	659773	+	1028107	-	SMU_695	NP_721121.1	160	-	hypothetical protein SMU_695
chr	NC_004350.2	659784	660467	+	1028111	-	SMU_696	NP_721122.1	227	-	cytidylate kinase
chr	NC_004350.2	660634	661164	+	1027826	-	SMU_697	NP_721123.1	176	-	translation initiation factor IF-3
chr	NC_004350.2	661199	661399	+	1028110	-	SMU_698	NP_721124.1	66	-	50S ribosomal protein L35
chr	NC_004350.2	661444	661803	+	1028113	-	SMU_699	NP_721125.1	119	-	50S ribosomal protein L20
chr	NC_004350.2	662010	662636	-	1027823	-	SMU_700c	NP_721126.1	208	-	phosphoglycerate mutase
chr	NC_004350.2	662644	663012	-	1028112	-	SMU_701c	NP_721127.1	122	-	hypothetical protein SMU_701c
chr	NC_004350.2	663017	663490	-	1028114	-	SMU_702c	NP_721128.1	157	-	transcriptional regulator
chr	NC_004350.2	663487	664329	-	1027969	-	SMU_703c	NP_721129.1	280	-	hypothetical protein SMU_703c
chr	NC_004350.2	664373	665356	-	1029603	-	SMU_704c	NP_721130.1	327	-	autolysin; amidase
chr	NC_004350.2	665446	666060	-	1028115	-	SMU_706c	NP_721131.1	204	-	hypothetical protein SMU_706c
chr	NC_004350.2	666217	667065	-	1029583	-	SMU_707c	NP_721132.1	282	-	endolysin
chr	NC_004350.2	667339	667863	+	1029586	-	SMU_709	NP_721133.1	174	-	hypothetical protein SMU_709
chr	NC_004350.2	667847	668236	+	1028118	-	SMU_711	NP_721134.1	129	-	hypothetical protein SMU_711
chr	NC_004350.2	668354	671077	+	1027829	capP	SMU_712	NP_721135.1	907	-	phosphoenolpyruvate carboxylase
chr	NC_004350.2	671372	672649	+	1028117	ftsW	SMU_713	NP_721136.1	425	-	cell division protein FtsW
chr	NC_004350.2	672868	674064	+	1028120	-	SMU_714	NP_721137.1	398	-	elongation factor Tu
chr	NC_004350.2	674360	675118	+	1028119	-	SMU_715	NP_721138.1	252	-	triosephosphate isomerase
chr	NC_004350.2	675328	676560	-	1027827	murN	SMU_716	NP_721139.1	410	-	peptidoglycan branched peptide synthesis protein MurN
chr	NC_004350.2	676563	677777	-	1028122	murM	SMU_717	NP_721140.1	404	-	peptidoglycan branched peptide synthesis protein MurM
chr	NC_004350.2	677777	678586	-	1029562	-	SMU_718c	NP_721141.1	269	-	hypothetical protein SMU_718c
chr	NC_004350.2	678834	680138	-	1029359	-	SMU_719c	NP_721142.1	434	-	hypothetical protein SMU_719c
chr	NC_004350.2	680250	681128	+	1028124	-	SMU_720	NP_721143.1	292	-	Na+/solute symporter
chr	NC_004350.2	681190	681582	+	1028123	-	SMU_721	NP_721144.1	130	-	hypothetical protein SMU_721
chr	NC_004350.2	681658	681837	+	1028121	-	SMU_722	NP_721145.1	59	-	hypothetical protein SMU_722
chr	NC_004350.2	681984	684665	+	1028127	-	SMU_723	NP_721146.1	893	-	cadmium-transporting ATPase
chr	NC_004350.2	684778	685518	+	1028126	-	SMU_724	NP_721147.1	246	-	glycerophosphoryl diester phosphodiesterase
chr	NC_004350.2	685823	686740	-	1028125	-	SMU_725c	NP_721148.1	305	-	hypothetical protein SMU_725c
chr	NC_004350.2	686922	687305	+	1028130	-	SMU_727	NP_721149.1	127	-	transcriptional regulator
chr	NC_004350.2	687292	688176	+	1028129	-	SMU_728	NP_721150.1	294	-	oxidoreductase
chr	NC_004350.2	688445	688657	+	1028128	-	SMU_730	NP_721151.1	70	-	hypothetical protein SMU_730
chr	NC_004350.2	688659	689393	+	1028135	-	SMU_731	NP_721152.1	244	-	ABC transporter ATP-binding protein
chr	NC_004350.2	689393	690043	+	1028134	-	SMU_732	NP_721153.1	216	-	hypothetical protein SMU_732
chr	NC_004350.2	690257	690682	+	1028131	-	SMU_734	NP_721154.1	141	-	hypothetical protein SMU_734
chr	NC_004350.2	690868	691317	+	1028137	-	SMU_735	NP_721155.1	149	-	hypothetical protein SMU_735
chr	NC_004350.2	691383	692591	+	1028133	-	SMU_737	NP_721156.1	402	-	hypothetical protein SMU_737
chr	NC_004350.2	692912	693046	+	1028132	-	SMU_738	NP_721157.1	44	-	hypothetical protein SMU_738
chr	NC_004350.2	693190	694746	-	1028139	-	SMU_739c	NP_721158.1	518	-	hypothetical protein SMU_739c
chr	NC_004350.2	695056	696114	+	1028138	-	SMU_741	NP_721159.1	352	-	hypothetical protein SMU_741
chr	NC_004350.2	696178	697008	+	1028136	-	SMU_742	NP_721160.1	276	-	hypothetical protein SMU_742
chr	NC_004350.2	697005	697826	+	1028141	-	SMU_743	NP_721161.1	273	-	hypothetical protein SMU_743
chr	NC_004350.2	697828	699324	+	1029340	ftsY	SMU_744	NP_721162.1	498	-	cell division protein FtsY
chr	NC_004350.2	699401	700765	-	1028142	lmrB	SMU_745	NP_721163.1	454	-	drug-export protein; multidrug resistance protein
chr	NC_004350.2	700875	701690	-	1029531	-	SMU_746c	NP_721164.1	271	-	hypothetical protein SMU_746c
chr	NC_004350.2	701687	702592	-	1029471	-	SMU_747c	NP_721165.1	301	-	permease
chr	NC_004350.2	702575	702751	+	1028143	-	SMU_748	NP_721166.1	58	-	hypothetical protein SMU_748
chr	NC_004350.2	703472	703579	-	1028401	-	SMU_750c	NP_721167.1	35	-	hypothetical protein SMU_750c
chr	NC_004350.2	703952	706078	+	1029477	-	SMU_751	NP_721168.1	708	-	transcriptional accessory protein
chr	NC_004350.2	706065	706502	+	1028145	-	SMU_752	NP_721169.1	145	-	hypothetical protein SMU_752
chr	NC_004350.2	706590	706889	+	1028144	-	SMU_753	NP_721170.1	99	-	hypothetical protein SMU_753
chr	NC_004350.2	707087	708022	+	1028140	-	SMU_754	NP_721171.1	311	-	HPr kinase/phosphorylase
chr	NC_004350.2	708015	708794	+	1028147	-	SMU_755	NP_721172.1	259	-	prolipoprotein diacylglyceryl transferase
chr	NC_004350.2	708823	709218	+	1028146	-	SMU_756	NP_721173.1	131	-	hypothetical protein SMU_756
chr	NC_004350.2	709218	709673	+	1028159	-	SMU_757	NP_721174.1	151	-	hypothetical protein SMU_757
chr	NC_004350.2	709771	710058	-	1028150	-	SMU_758c	NP_721175.1	95	-	hypothetical protein SMU_758c
chr	NC_004350.2	710298	711224	+	1028149	-	SMU_759	NP_721176.1	308	-	protease
chr	NC_004350.2	711496	712782	+	1028148	-	SMU_761	NP_721177.1	428	-	protease
chr	NC_004350.2	712912	713472	+	1028154	ahpC	SMU_764	NP_721178.1	186	-	alkyl hydroperoxide reductase
chr	NC_004350.2	713482	715014	+	1028152	-	SMU_765	NP_721179.1	510	-	alkyl hydroperoxide reductase
chr	NC_004350.2	715085	715603	+	1028151	-	SMU_766	NP_721180.1	172	-	hypothetical protein SMU_766
chr	NC_004350.2	715597	716433	+	1028157	-	SMU_767	NP_721181.1	278	-	transposase, ISSmu1
chr	NC_004350.2	716480	716797	-	1028156	-	SMU_768c	NP_721182.1	105	-	hypothetical protein SMU_768c
chr	NC_004350.2	716931	717143	+	1028155	-	SMU_769	NP_721183.1	70	-	hypothetical protein SMU_769
chr	NC_004350.2	717333	718673	-	1028161	-	SMU_770c	NP_721184.1	446	-	manganese transporter
chr	NC_004350.2	719213	719347	-	1028160	-	SMU_771c	NP_721185.1	44	-	hypothetical protein SMU_771c
chr	NC_004350.2	719789	721969	+	1028158	gbpD	SMU_772	NP_721186.1	726	-	glucan-binding protein D
chr	NC_004350.2	722354	723844	-	1028164	-	SMU_773c	NP_721187.1	496	-	lysyl-tRNA synthetase
chr	NC_004350.2	724249	725151	+	1028335	-	SMU_774	NP_721188.1	300	-	hypothetical protein SMU_774
chr	NC_004350.2	725457	727610	-	1028163	-	SMU_775c	NP_721189.1	717	-	hypothetical protein SMU_775c
chr	NC_004350.2	727743	728900	+	1028166	-	SMU_776	NP_721190.1	385	-	hypothetical protein SMU_776
chr	NC_004350.2	728907	729584	+	1028165	aroD	SMU_777	NP_721191.1	225	-	3-dehydroquinate dehydratase
chr	NC_004350.2	729574	730443	+	1028162	aroE	SMU_778	NP_721192.1	289	-	shikimate 5-dehydrogenase
chr	NC_004350.2	730457	731524	+	1028167	aroB	SMU_779	NP_721193.1	355	-	3-dehydroquinate synthase
chr	NC_004350.2	731526	732692	+	1028053	aroC	SMU_780	NP_721194.1	388	-	chorismate synthase
chr	NC_004350.2	732756	733862	+	1028052	-	SMU_781	NP_721195.1	368	-	prephenate dehydrogenase
chr	NC_004350.2	733873	734214	+	1028170	-	SMU_782	NP_721196.1	113	-	hypothetical protein SMU_782
chr	NC_004350.2	734377	735660	+	1028169	aroA	SMU_784	NP_721197.1	427	-	3-phosphoshikimate 1-carboxyvinyltransferase
chr	NC_004350.2	735653	736129	+	1028168	aroK	SMU_785	NP_721198.1	158	-	shikimate kinase
chr	NC_004350.2	736126	736950	+	1028174	pheA	SMU_786	NP_721199.1	274	-	prephenate dehydratase
chr	NC_004350.2	736995	738383	+	1028173	-	SMU_787	NP_721200.1	462	-	transcriptional regulator
chr	NC_004350.2	738555	739910	+	1028171	-	SMU_788	NP_721201.1	451	-	RNA methyltransferase
chr	NC_004350.2	740430	741065	+	1028177	-	SMU_789	NP_721202.1	211	-	hypothetical protein SMU_789
chr	NC_004350.2	741646	741885	+	1028176	-	SMU_790	NP_721203.1	79	-	hypothetical protein SMU_790
chr	NC_004350.2	741866	742105	-	1028175	-	SMU_791c	NP_721204.1	79	-	hypothetical protein SMU_791c
chr	NC_004350.2	742327	742716	+	1028180	-	SMU_793	NP_721205.1	129	-	hypothetical protein SMU_793
chr	NC_004350.2	742803	743180	+	1028179	-	SMU_794	NP_721206.1	125	-	hypothetical protein SMU_794
chr	NC_004350.2	743214	743621	+	1028178	-	SMU_795	NP_721207.1	135	-	esterase
